0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.493333333333333144e+02,4.546666666666666856e+02,4.333333333333333144e+02,3.920000000000000000e+02,4.626666666666666856e+02,3.826666666666666856e+02,3.946666666666666856e+02
3.826666666666666856e+02,4.680000000000000000e+02,4.640000000000000000e+02,3.346666666666666856e+02,4.720000000000000000e+02,4.693333333333333144e+02,3.986666666666666856e+02
4.253333333333333144e+02,4.533333333333333144e+02,4.533333333333333144e+02,4.426666666666666856e+02,4.573333333333333144e+02,4.666666666666666856e+02,4.320000000000000000e+02
4.146666666666666856e+02,3.986666666666666856e+02,4.120000000000000000e+02,3.893333333333333144e+02,4.080000000000000000e+02,4.306666666666666856e+02,4.000000000000000000e+02
4.480000000000000000e+02,4.320000000000000000e+02,4.160000000000000000e+02,4.373333333333333144e+02,4.280000000000000000e+02,4.320000000000000000e+02,4.160000000000000000e+02
2.933333333333333144e+02,2.880000000000000000e+02,2.853333333333333144e+02,2.973333333333333144e+02,3.653333333333333144e+02,2.853333333333333144e+02,2.986666666666666856e+02
3.400000000000000000e+02,3.213333333333333144e+02,2.560000000000000000e+02,2.680000000000000000e+02,2.520000000000000000e+02,3.173333333333333144e+02,3.226666666666666856e+02
4.533333333333333144e+02,3.466666666666666856e+02,3.386666666666666856e+02,3.733333333333333144e+02,3.480000000000000000e+02,3.306666666666666856e+02,3.480000000000000000e+02
3.973333333333333144e+02,4.013333333333333144e+02,3.933333333333333144e+02,4.106666666666666856e+02,4.293333333333333144e+02,3.440000000000000000e+02,4.200000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
