0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.094917732669661525e+00,4.812691440642669960e+00,4.534297645225081830e+00,3.534439535168084401e+00,4.593758004208969403e+00,3.118688950655897241e+00,3.643056854927646526e+00
3.086669157833481947e+00,3.447754689664407124e+00,2.047823530815187087e+00,1.612052576610308430e+00,2.758529529356612553e+00,2.792294729136551634e+00,1.905355476203780540e+00
3.756688895443998089e+00,3.499523047115089103e+00,2.751139741735726840e+00,3.003149908361024689e+00,3.147212483193104759e+00,2.662552799923966429e+00,2.881666222708454850e+00
3.195803168255628268e+00,2.765451924401439054e+00,3.468434012286269574e+00,3.884154355384409119e+00,1.857422077236253743e+00,2.472433864417796112e+00,2.800171884561578395e+00
4.165013567090586122e+00,3.182853006566529697e+00,3.696760735741835280e+00,3.516154597323726705e+00,5.301464730160577510e+00,3.432837290029144839e+00,3.243141741534798062e+00
2.760445941216312260e+00,2.992407741964174139e+00,2.238182295451923931e+00,2.506110355592699790e+00,2.558901686879495596e+00,2.120123451570902429e+00,1.755664158290760168e+00
2.114145072570794870e+00,1.994757136055865354e+00,2.350649742475124260e+00,2.194187438296774761e+00,1.478356374097832715e+00,2.426830798822144697e+00,2.310474861665318347e+00
2.100092266841958821e+00,3.203119976963369364e+00,3.093766557501577363e+00,1.854544061338140759e+00,1.879562372358671185e+00,2.331021205503493565e+00,1.963543148405761274e+00
4.597806623862790154e+00,3.656338411714571190e+00,3.532029848313241072e+00,2.617338144291813329e+00,2.531518103481669613e+00,1.659627128757846792e+00,1.935119624190414500e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
