0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.573333333333333144e+02,4.546666666666666856e+02,4.400000000000000000e+02,4.413333333333333144e+02,4.266666666666666856e+02,4.133333333333333144e+02,4.320000000000000000e+02
3.826666666666666856e+02,4.680000000000000000e+02,4.480000000000000000e+02,4.306666666666666856e+02,4.413333333333333144e+02,4.266666666666666856e+02,3.946666666666666856e+02
4.560000000000000000e+02,4.546666666666666856e+02,4.533333333333333144e+02,4.373333333333333144e+02,4.573333333333333144e+02,4.600000000000000000e+02,4.333333333333333144e+02
4.133333333333333144e+02,4.000000000000000000e+02,4.133333333333333144e+02,3.866666666666666856e+02,4.053333333333333144e+02,3.960000000000000000e+02,3.986666666666666856e+02
3.986666666666666856e+02,3.893333333333333144e+02,4.146666666666666856e+02,4.413333333333333144e+02,4.026666666666666856e+02,4.320000000000000000e+02,4.146666666666666856e+02
4.080000000000000000e+02,3.893333333333333144e+02,4.000000000000000000e+02,2.786666666666666856e+02,2.840000000000000000e+02,3.440000000000000000e+02,3.533333333333333144e+02
3.706666666666666856e+02,3.973333333333333144e+02,2.906666666666666856e+02,3.520000000000000000e+02,3.293333333333333144e+02,3.080000000000000000e+02,3.546666666666666856e+02
4.160000000000000000e+02,4.000000000000000000e+02,3.613333333333333144e+02,3.733333333333333144e+02,3.906666666666666856e+02,3.533333333333333144e+02,3.160000000000000000e+02
3.973333333333333144e+02,4.026666666666666856e+02,3.960000000000000000e+02,4.093333333333333144e+02,4.186666666666666856e+02,3.466666666666666856e+02,4.213333333333333144e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
